pair_id,claim_company,claim_text,evidence_text,evidence_kind_label,evidence_date,relation,about_claim_company,note
42685698fe6a,ACG,Công ty không có giao dịch bên liên quan nào có tính chất hỗ trợ tài chính cho các đơn vị không phải là Công ty con trực thuộc,Nhóm liên quan VinaCapital giao dịch trái chiều 133.200 cổ phiếu Gỗ An Cường (ACG),MediaReport,2026-05-26,,,
fc04f4b487ed,ACG,"Tình hình tuân thủ tiêu chí A.5.1: Trường hợp Công ty có nhiều hơn một loại cổ phiếu, Công ty có công khai quyền biểu quyết tương ứng với từng loại cổ phiếu (ví dụ: thông qua trang web / báo cáo của công ty / sàn giao dịch chứng khoán / trang web của cơ quan quản lý) không? - Xanh","Phạt 3 tỷ đồng, cấm giao dịch chứng khoán trong 2 năm do giúp sức thao túng cổ phiếu AGG",Penalty,2025-10-01,,,
492c95007a0c,ACC,"Cam kết với định hướng phát triển bền vững bằng tất cả trách nhiệm và đạo đức kinh doanh của một doanh nghiệp, đề cao giá trị doanh nghiệp trong mối quan hệ với sự phát triển tốt đẹp của cộng đồng và xã hội.",7 lần được vinh danh Top 100 Doanh nghiệp Bền vững (CSI) Top 100 Doanh nghiệp Bền vững (CSI) 7.0 lần achieved,KPIObservation,2026,,,
2a5e9f63e3cf,AGG,"Thông qua việc sử dụng tài sản bảo đảm và biện pháp bảo đảm cho các nghĩa vụ thanh toán gốc, lãi và nghĩa vụ khác",Số lô đất thế chấp làm tài sản bảo đảm mortgaged assets 549.0 lots achieved,KPIObservation,2026,,,
5d74c301b381,ACG,"Những chứng nhận và kết quả thẩm định này là cam kết rõ ràng của An Cường về an toàn sản phẩm, bảo vệ sức khỏe người tiêu dùng và trách nhiệm với môi trường.",Phạt tiền 3 tỷ đồng và cấm giao dịch chứng khoán 2 năm do giúp sức ông Hồ Thành Trung thao túng thị trường chứng khoán cổ phiếu AGG,Penalty,2025-10-01,,,
6d30c2f05408,ACG,"Công ty công bố kết quả bầu chọn bao gồm số phiếu thông qua, phản đối và phiếu trống cho mỗi nội dung dự thảo lấy ý kiến của ĐHĐCĐ gần nhất.","Phạt 3 tỷ đồng, cấm giao dịch chứng khoán trong 2 năm do giúp sức thao túng cổ phiếu AGG",Penalty,2025-10-01,,,
15dd14789166,ADP,Quyết định bổ nhiệm Phó Chủ tịch HĐQT,"Phạt 1,5 tỷ đồng, cấm giao dịch chứng khoán và đảm nhiệm chức vụ trong 2 năm do thao túng cổ phiếu AGG",Penalty,2025-10-01,,,
1a5b944e5015,ACG,"Tình hình tuân thủ tiêu chí A.5.1: Trường hợp Công ty có nhiều hơn một loại cổ phiếu, Công ty có công khai quyền biểu quyết tương ứng với từng loại cổ phiếu (ví dụ: thông qua trang web / báo cáo của công ty / sàn giao dịch chứng khoán / trang web của cơ quan quản lý) không? - Xanh",Dùng 92 tài khoản chứng khoán để thao túng cổ phiếu AGG,MediaReport,2025-10-02,,,
eb694199f765,ACG,"Tình hình tuân thủ tiêu chí A.5.1: Trường hợp Công ty có nhiều hơn một loại cổ phiếu, Công ty có công khai quyền biểu quyết tương ứng với từng loại cổ phiếu (ví dụ: thông qua trang web / báo cáo của công ty / sàn giao dịch chứng khoán / trang web của cơ quan quản lý) không? - Xanh","Phạt 3 tỷ đồng, cấm giao dịch chứng khoán trong 2 năm do giúp sức thao túng cổ phiếu AGG",Penalty,2025-10-01,,,
974c9de35848,ACC,"Cam kết với định hướng phát triển bền vững bằng tất cả trách nhiệm và đạo đức kinh doanh của một doanh nghiệp, đề cao giá trị doanh nghiệp trong mối quan hệ với sự phát triển tốt đẹp của cộng đồng và xã hội.",Phạt tiền 3 tỷ đồng và cấm giao dịch chứng khoán 2 năm do giúp sức ông Hồ Thành Trung thao túng thị trường chứng khoán cổ phiếu AGG,Penalty,2025-10-01,,,
bf5495c819c6,ACG,Công ty công bố giao dịch cổ phiếu của Công ty do người nội bộ Công ty thực hiện.,"Phạt 1,5 tỷ đồng, cấm giao dịch chứng khoán và đảm nhiệm chức vụ trong 2 năm do thao túng cổ phiếu AGG",Penalty,2025-10-01,,,
b7027140b202,ACG,THÀNH TỰU PHÁT TRIỂN BỀN VỮNG,7 lần được vinh danh Top 100 Doanh nghiệp Bền vững (CSI) Top 100 Doanh nghiệp Bền vững (CSI) 7.0 lần achieved,KPIObservation,2026,,,
5615567b985e,ADP,"Cam kết cung cấp những sản phẩm chất lượng cao, giá cả hợp lý nhất",Chất lượng tương đương với dòng sản phẩm 60 triệu/m2 giá trị tương đương 60 triệu VND/m2 achieved,KPIObservation,2026,,,
0d983e2776d8,ACG,"Công ty công bố kết quả kiểm phiếu bao gồm số phiếu thông qua, không tán thành và phiếu trống cho mỗi nội dung dự thảo lấy ý kiến của ĐHĐCĐ thường niên năm 2025.",Phạt tiền 3 tỷ đồng và cấm giao dịch chứng khoán 2 năm do giúp sức ông Hồ Thành Trung thao túng thị trường chứng khoán cổ phiếu AGG,Penalty,2025-10-01,,,
27a2db548c5b,AGG,Thông qua việc tăng vốn điều lệ của Công ty,Tỷ lệ trả cổ tức bằng cổ phiếu năm 2021 Tỷ lệ trả cổ tức bằng cổ phiếu 50.0 percent achieved,KPIObservation,2021,,,
8726327c68bb,ACG,Tình hình tuân thủ tiêu chí A.7.1: Thành viên HĐQT có được yêu cầu phải báo cáo giao dịch cổ phiếu Công ty trong 3 ngày làm việc? - Xanh,"Phạt 3 tỷ đồng, cấm giao dịch chứng khoán trong 2 năm do giúp sức thao túng cổ phiếu AGG",Penalty,2025-10-01,,,
abfceacc16ac,ACG,Không có Thành viên HĐQT hay lãnh đạo điều hành cấp cao nào từng là nhân viên hoặc Thành viên hợp danh của Công ty kiểm toán độc lập hiện tại,AGG: Công ty do Chủ tịch sáng lập bị phạt vì thao túng cổ phiếu,MediaReport,2025-10-01,,,
9cbc955d1cf7,ACG,"Công ty đã ban hành và thực hiện chính sách khen thưởng và phúc lợi cả trong dài hạn và ngắn hạn nhằm khuyến khích sự gắn bó của người lao động, ghi nhận đóng góp của người lao động và gia tăng năng suất lao động. Chương trình khen thưởng bao gồm: phát hành ESOP cho CBNV, thưởng thâm niên, thưởng hàng năm dựa trên kết quả công việc.",năng suất lao động tăng 15%-20% labor_productivity 17.5 percent achieved,KPIObservation,2025,,,
8540b2781c9f,ACG,Tình hình tuân thủ tiêu chí A.7.1: Thành viên HĐQT có được yêu cầu phải báo cáo giao dịch cổ phiếu Công ty trong 3 ngày làm việc? - Xanh,Phạt tiền 3 tỷ đồng và cấm giao dịch chứng khoán 2 năm do giúp sức ông Hồ Thành Trung thao túng thị trường chứng khoán cổ phiếu AGG,Penalty,2025-10-01,,,
ac55c9ab2cd4,ACG,"Tình hình tuân thủ tiêu chí B.1.3: Công ty có áp dụng khung báo cáo hoặc tiêu chuẩn được quốc tế công nhận về tính bền vững (ví dụ: GRI, Báo cáo tích hợp, SASB, Tiêu chuẩn công bố bền vững IFRS) không? - Xanh",7 lần được vinh danh Top 100 Doanh nghiệp Bền vững (CSI) Top 100 Doanh nghiệp Bền vững (CSI) 7.0 lần achieved,KPIObservation,2026,,,
703dcce147f7,AGG,Thay đổi địa điểm tổ chức Đại hội đồng cổ đông thường niên,"Phạt 1,5 tỷ đồng, cấm giao dịch chứng khoán và đảm nhiệm chức vụ trong 2 năm do thao túng cổ phiếu AGG",Penalty,2025-10-01,,,
80f9e87573ac,AGG,Hoãn tổ chức Đại hội đồng cổ đông thường niên,"Phạt 1,5 tỷ đồng, cấm giao dịch chứng khoán và đảm nhiệm chức vụ trong 2 năm do thao túng cổ phiếu AGG",Penalty,2025-10-01,,,
03dfbfb6dd72,AGG,Hoãn tổ chức Đại hội đồng cổ đông thường niên,"Cổ phiếu lao dốc, Gỗ An Cường tổ chức Đại hội đồng cổ đông trực tuyến",MediaReport,2023-04-26,,,
feff18c71b18,ACG,Mỗi nội dung trình ĐHĐCĐ tại cuộc họp thường niên được thể hiện ở từng tờ trình riêng và đều được thể hiện thành từng mục riêng khi trình bày trong một Nghị quyết. Công ty không tách riêng từng nội dung được thông qua trong từng Nghị quyết riêng lẻ.,Dùng 92 tài khoản chứng khoán để thao túng cổ phiếu AGG,MediaReport,2025-10-02,,,
80ac4f6fb8e4,ADP,"ADP tiết giảm chi phí sản xuất, kinh doanh",giảm hơn 10% chi phí cost_reduction 10.0 percent achieved,KPIObservation,2025,,,
5207d5c70f28,ADP,Cam kết mang đến những sản phẩm sơn đạt chất lượng cao nhất,Chất lượng tương đương với dòng sản phẩm 60 triệu/m2 giá trị tương đương 60 triệu VND/m2 achieved,KPIObservation,2026,,,
02f5d7b6b525,ACG,"Công ty không có trường hợp nào không tuân thủ luật pháp, quy tắc và quy định liên quan đến giao dịch bên liên quan đáng kể hoặc trọng yếu",Nhóm liên quan VinaCapital giao dịch trái chiều 133.200 cổ phiếu Gỗ An Cường (ACG),MediaReport,2026-05-26,,,
21f17a7aacce,ACG,Tình hình tuân thủ tiêu chí A.8.3: Công ty có chính sách về khoản vay cho Thành viên HĐQT trong đó quy định cấm hoạt động này hoặc đảm bảo rằng các khoản vay được thực hiện trên cơ sở giao dịch hợp lý theo lãi suất thị trường? - Xanh,"Phạt 1,5 tỷ đồng, cấm giao dịch chứng khoán và đảm nhiệm chức vụ trong 2 năm do thao túng cổ phiếu AGG",Penalty,2025-10-01,,,
8c5b940af8d2,ADP,"ADP cam kết cung cấp những sản phẩm chất lượng cao, giá cả hợp lý nhất để đáp ứng nhu cầu của khách hàng.",Chất lượng tương đương với dòng sản phẩm 60 triệu/m2 giá trị tương đương 60 triệu VND/m2 achieved,KPIObservation,2026,,,
3bf8dbc5930c,ACG,Tình hình tuân thủ tiêu chí A.8.3: Công ty có chính sách về khoản vay cho Thành viên HĐQT trong đó quy định cấm hoạt động này hoặc đảm bảo rằng các khoản vay được thực hiện trên cơ sở giao dịch hợp lý theo lãi suất thị trường? - Xanh,"Phạt 3 tỷ đồng, cấm giao dịch chứng khoán trong 2 năm do giúp sức thao túng cổ phiếu AGG",Penalty,2025-10-01,,,
8e25ad51a369,ADP,"lấy sự thỏa mãn khách hàng làm thước đo sự trung tín, sức sáng tạo và nỗ lực hoàn thiện của công ty","An Cường – 30 năm phát triển bền vững, tiên phong hướng tới mục tiêu Net Zero 2050 - CafeLand.Vn...",MediaReport,2026-01-17,,,
a2d18b4e9b0c,AGG,"Thông qua việc giao, phân công, phân quyền cho Nguyễn Bá Sáng và Nguyễn Trung Tín",Phạt tiền 3 tỷ đồng và cấm giao dịch chứng khoán 2 năm do giúp sức ông Hồ Thành Trung thao túng thị trường chứng khoán cổ phiếu AGG,Penalty,2025-10-01,,,
77d07915e68a,ACG,"Công ty không trả cổ tức bằng phương thức ""Script dividend"".","Thị giá trên 100.000 đồng/cp, Gỗ An Cường (ACG) chốt danh sách cổ đông phát hành 44 triệu cổ phiếu trả cổ tức tỷ lệ 50%",MediaReport,2022-04-05,,,
95540dd20a51,AGG,Thông qua việc tăng vốn điều lệ của Công ty,Vốn điều lệ vốn điều lệ 280.0 tỷ đồng achieved,KPIObservation,2025,,,
11e10c333865,ADP,tổ chức kiểm tra sức khỏe định kỳ.,Phạt tiền 3 tỷ đồng và cấm giao dịch chứng khoán 2 năm do giúp sức ông Hồ Thành Trung thao túng thị trường chứng khoán cổ phiếu AGG,Penalty,2025-10-01,,,
bd611b8946e0,ACG,Tình hình tuân thủ tiêu chí B.1.4: Công ty có công bố mục tiêu bền vững về mặt định lượng không? - Xanh,"An Cường – 30 năm phát triển bền vững, tiên phong hướng tới mục tiêu Net Zero 2050 - CafeLand.Vn...",MediaReport,2026-01-17,,,
5dce86d14933,ADP,"Cam kết đổi mới không ngừng để cung cấp những sản phẩm chất lượng cao với giá thành hợp lý cho người tiêu dùng nhằm mang lại không gian sống đẹp, bền vững, bảo vệ công trình và tạo giá trị bền vững cho cộng đồng.",Chất lượng tương đương với dòng sản phẩm 60 triệu/m2 giá trị tương đương 60 triệu VND/m2 achieved,KPIObservation,2026,,,
8ea3807bdefe,ACG,Cổ đông có cơ hội thông qua thù lao hoặc mọi khoản tăng thù lao cho Thành viên HĐQT không điều hành trong năm 2025.,Phạt tiền 3 tỷ đồng và cấm giao dịch chứng khoán 2 năm do giúp sức ông Hồ Thành Trung thao túng thị trường chứng khoán cổ phiếu AGG,Penalty,2025-10-01,,,
35b2242595b2,ACG,Tình hình tuân thủ tiêu chí A.9.1: Công ty có công bố về việc giao dịch bên liên quan được thực hiện theo phương thức đảm bảo rằng những giao dịch đó là hợp lý và theo cơ chế thị trường? - Xanh,Phạt tiền 3 tỷ đồng và cấm giao dịch chứng khoán 2 năm do giúp sức ông Hồ Thành Trung thao túng thị trường chứng khoán cổ phiếu AGG,Penalty,2025-10-01,,,
b273ec70f72e,ACG,Công ty công bố giao dịch cổ phiếu của Công ty do người nội bộ Công ty thực hiện.,"Phạt 3 tỷ đồng, cấm giao dịch chứng khoán trong 2 năm do giúp sức thao túng cổ phiếu AGG",Penalty,2025-10-01,,,
93cc964fc2b7,AAA,Sản phẩm bao bì tự hủy thân thiện với môi trường,Khối lượng sản phẩm nhựa dùng một lần bị cấm volume of banned products 300000 tấn achieved,KPIObservation,2030,,,
9cc4bf497e4b,ACG,Cổ đông có thể biểu quyết thông qua đại diện theo ủy quyền hoặc thực hiện bỏ phiếu từ xa qua văn bản hoặc thông qua hệ thống điện tử được Công ty áp dụng theo Khoản 2 Điều 13 Điều lệ Công ty.,Dùng 92 tài khoản chứng khoán để thao túng cổ phiếu AGG,MediaReport,2025-10-02,,,
230fcae7d84e,ADP,tổ chức kiểm tra sức khỏe định kỳ.,"Phạt 3 tỷ đồng, cấm giao dịch chứng khoán trong 2 năm do giúp sức thao túng cổ phiếu AGG",Penalty,2025-10-01,,,
58060ae177be,ACG,BCTC hằng năm được khẳng định tính trung thực và hợp lý từ Thành viên HĐQT và Tổng Giám Đốc.,Phạt tiền 3 tỷ đồng và cấm giao dịch chứng khoán 2 năm do giúp sức ông Hồ Thành Trung thao túng thị trường chứng khoán cổ phiếu AGG,Penalty,2025-10-01,,,
